Ticker,AI_Score,Harga,MA50,Trx_Miliar
GGRM.JK,3553.0623,16025.0,,16.39
UNTD.JK,3500.5945,70.0,,6.63
AALI.JK,1998.1974,5950.0,,9.16
INET.JK,1928.5706,187.0,,20.91
BBCA.JK,1922.3444,5725.0,,1229.72
ULTJ.JK,1852.7125,1335.0,,1.31
AADI.JK,1695.5985,7825.0,,86.93
INCO.JK,1637.9718,4410.0,,56.17
ASII.JK,1487.3801,4580.0,,257.2
CPIN.JK,1395.5447,3190.0,,35.36
CBDK.JK,1384.0222,3330.0,,3.61
STRK.JK,1250.5032,62.0,,2.19
BBRI.JK,1224.0564,2720.0,,682.91
BBNI.JK,1074.4437,3140.0,,160.09
ADES.JK,1061.9214,33900.0,,1.63
INDO.JK,1051.7808,157.0,,4.74
UNTR.JK,1049.2189,22200.0,,101.03
CMRY.JK,1035.913,4410.0,,5.75
EMAS.JK,1030.9028,5625.0,,150.1
BSSR.JK,859.8065,3960.0,,5.12
MARK.JK,795.149,945.0,,17.24
BINA.JK,753.2976,4090.0,,3.6
BDMN.JK,719.4475,3720.0,,5.49
MIDI.JK,698.4902,266.0,,1.48
ADRO.JK,646.77576,2260.0,,47.64
BTPS.JK,587.8906,960.0,,2.38
EXCL.JK,581.2562,2360.0,,9.83
ARTO.JK,556.486,935.0,,4.42
SUPA.JK,544.7076,520.0,,17.7
AMRT.JK,542.3477,1375.0,,68.4
SGER.JK,541.93494,382.0,,4.46
MAPA.JK,527.10876,610.0,,25.59
AMMN.JK,511.93582,3250.0,,234.53
ANTM.JK,463.8185,2610.0,,250.56
AUTO.JK,457.56277,2340.0,,1.59
SRSN.JK,446.725,67.0,,1.7
MDIA.JK,444.80328,57.0,,2.77
MSKY.JK,430.10965,60.0,,1.85
BJBR.JK,397.96738,760.0,,2.43
BIRD.JK,379.13666,1490.0,,4.08
BANK.JK,372.6849,266.0,,16.55
AKRA.JK,359.3845,1225.0,,14.26
SSIA.JK,357.76334,1505.0,,14.5
BNGA.JK,351.09274,1530.0,,1.86
SIDO.JK,329.61438,368.0,,5.92
HRTA.JK,321.57336,1675.0,,23.68
PSAB.JK,312.92255,384.0,,29.18
RSCH.JK,311.93634,274.0,,4.5
LSIP.JK,310.47595,1280.0,,9.16
JTPE.JK,304.46588,590.0,,1.14
BFIN.JK,303.52078,745.0,,13.3
BREN.JK,285.58823,3170.0,,57.66
EMTK.JK,273.87274,486.0,,21.67
TSPC.JK,268.65884,2470.0,,1.04
CLPI.JK,266.55533,1395.0,,1.55
PMUI.JK,266.51215,82.0,,5.82
BRIS.JK,261.49493,1685.0,,15.33
BSDE.JK,260.7849,545.0,,6.11
BBTN.JK,258.8453,1085.0,,24.86
CMNT.JK,258.43857,770.0,,15.61
BNBA.JK,252.13548,725.0,,1.59
MBMA.JK,249.90604,472.0,,54.63
RALS.JK,236.80855,366.0,,1.27
PGAS.JK,230.33025,1375.0,,61.02
BRPT.JK,228.95543,1420.0,,270.45
FILM.JK,228.15375,1580.0,,4.41
ASSA.JK,225.4763,590.0,,3.03
SIMP.JK,221.31586,530.0,,5.04
ESSA.JK,211.36324,530.0,,55.78
JSMR.JK,207.78076,2720.0,,37.49
DEFI.JK,205.48177,103.0,,3.24
TBLA.JK,197.48637,610.0,,1.56
BJTM.JK,197.26773,510.0,,2.69
ADMR.JK,190.53929,1395.0,,30.13
DRMA.JK,189.98315,890.0,,1.04
PEGE.JK,185.46085,135.0,,3.02
PIPA.JK,184.4403,101.0,,1.8
MGNA.JK,183.83632,92.0,,1.47
TKIM.JK,180.1803,5450.0,,14.03
ARKO.JK,178.57854,5050.0,,16.64
PYFA.JK,175.23114,183.0,,1.33
GJTL.JK,173.9418,1100.0,,2.2
AVIA.JK,173.69646,308.0,,3.4
BBYB.JK,171.34538,204.0,,2.25
ACES.JK,167.33336,322.0,,6.4
SMSM.JK,166.86461,1605.0,,3.74
NICL.JK,159.54689,486.0,,6.4
RAJA.JK,158.60818,3720.0,,83.04
OASA.JK,158.1511,244.0,,4.24
KDTN.JK,157.08977,456.0,,1.03
RMKE.JK,153.46652,2050.0,,24.01
RLCO.JK,152.55414,3160.0,,1.1
PWON.JK,151.87604,242.0,,9.73
NISP.JK,150.6499,1155.0,,4.04
