Ticker,AI_Score,Harga,MA50,Trx_Miliar
AALI.JK,921.6488,5850.0,,9.35
AADI.JK,884.8507,8075.0,,113.78
TINS.JK,845.7736,3480.0,,141.12
COIN.JK,839.5828,680.0,,6.54
TBLA.JK,821.14343,670.0,,1.59
JPFA.JK,779.8032,1945.0,,36.8
DKFT.JK,762.23,650.0,,3.16
ELSA.JK,759.7358,530.0,,10.48
CMNT.JK,731.83435,760.0,,12.31
HEAL.JK,729.6127,845.0,,6.2
EURO.JK,721.68176,1665.0,,1.03
INCO.JK,710.0282,4340.0,,69.08
UDNG.JK,669.13306,1240.0,,2.6
LEAD.JK,632.16504,94.0,,24.02
MAPI.JK,586.53046,1515.0,,83.6
ENZO.JK,577.9951,62.0,,1.64
MBMA.JK,565.0331,484.0,,68.94
TBIG.JK,537.9233,1405.0,,1.62
MBSS.JK,507.58536,2440.0,,4.76
GGRM.JK,463.79202,16500.0,,20.09
ADES.JK,459.49188,31200.0,,5.29
DSSA.JK,459.10107,800.0,,915.73
ADRO.JK,425.2367,2250.0,,53.31
MTEL.JK,416.75812,474.0,,20.48
PKPK.JK,412.3763,2780.0,,2.99
MSIN.JK,398.63736,505.0,,16.45
TRUE.JK,397.00803,55.0,,5.62
RAJA.JK,372.4246,3740.0,,142.52
SLIS.JK,371.75024,59.0,,1.39
PTPW.JK,364.60742,1375.0,,7.13
BIPI.JK,357.4214,122.0,,65.09
BNGA.JK,350.17883,1560.0,,2.04
JSMR.JK,348.55078,2950.0,,71.07
BBKP.JK,344.6621,52.0,,2.65
TUGU.JK,337.80386,1170.0,,3.88
EMAS.JK,330.44748,6225.0,,141.31
STAA.JK,328.79468,1030.0,,4.42
KOCI.JK,319.54068,100.0,,7.86
BIRD.JK,316.52112,1675.0,,3.66
CUAN.JK,299.77487,570.0,,146.65
RATU.JK,294.66803,4570.0,,26.83
PRDA.JK,291.34195,2480.0,,1.53
LPPF.JK,281.51566,1510.0,,1.53
SRSN.JK,275.0053,69.0,,4.12
IMAS.JK,253.71703,790.0,,2.44
BBRI.JK,252.7606,2820.0,,730.48
MLPT.JK,250.62749,17550.0,,1.21
CLPI.JK,248.96689,1465.0,,1.94
BRMS.JK,248.70047,490.0,,181.84
EXCL.JK,247.02312,2490.0,,8.81
PNLF.JK,246.34616,214.0,,6.36
EMDE.JK,234.82408,71.0,,5.64
JATI.JK,230.05077,95.0,,1.71
AKRA.JK,223.93008,1290.0,,23.59
ACES.JK,222.15584,334.0,,7.45
PPRE.JK,221.275,103.0,,16.79
AUTO.JK,219.27962,2380.0,,1.84
DMAS.JK,214.47751,137.0,,20.42
PNBN.JK,212.50136,890.0,,3.29
SGER.JK,211.30219,362.0,,1.24
SSIA.JK,210.98322,1505.0,,15.97
BAIK.JK,210.37894,585.0,,22.66
SMLE.JK,193.9153,97.0,,1.42
BRIS.JK,190.99997,1725.0,,15.98
MPMX.JK,188.95137,965.0,,4.69
LCKM.JK,177.87479,103.0,,1.66
TIRA.JK,172.0091,740.0,,1.29
DATA.JK,170.0417,1875.0,,5.74
SRTG.JK,160.19926,1455.0,,1.99
RLCO.JK,159.08856,3310.0,,2.52
BSBK.JK,153.2061,51.0,,1.01
IATA.JK,147.03918,64.0,,2.92
KRAS.JK,142.7072,200.0,,1.38
ARNA.JK,140.82407,438.0,,1.49
DRMA.JK,139.58974,890.0,,1.77
INKP.JK,138.49525,7200.0,,27.4
YELO.JK,132.07138,68.0,,4.34
APLN.JK,130.62337,111.0,,1.25
NEST.JK,126.95472,535.0,,2.83
PACK.JK,122.82029,228.0,,14.08
INTP.JK,118.6192,4130.0,,9.71
NCKL.JK,117.252975,805.0,,43.59
SMRA.JK,114.71793,274.0,,5.23
SNLK.JK,113.16906,220.0,,2.54
EPAC.JK,110.69498,68.0,,9.54
MSJA.JK,109.72879,394.0,,4.86
CBRE.JK,109.61027,615.0,,3.98
SIDO.JK,108.72094,366.0,,4.63
POWR.JK,32.780563,705.0,,1.62
BUVA.JK,32.60636,745.0,,182.89
PIPA.JK,32.373104,100.0,,4.79
BUMI.JK,32.228226,139.0,,420.06
MDIA.JK,32.11788,61.0,,5.67
DKHH.JK,32.019894,58.0,,3.19
GPSO.JK,31.59174,408.0,,16.15
APIC.JK,31.538988,605.0,,20.72
EMTK.JK,31.507984,500.0,,34.87
GIAA.JK,31.480305,52.0,,1.74
CYBR.JK,31.121536,640.0,,10.81
PYFA.JK,30.797947,185.0,,1.58
BELL.JK,30.78283,89.0,,1.45
NICL.JK,30.712095,496.0,,9.5
NSSS.JK,30.360947,550.0,,5.76
BRPT.JK,30.054384,1475.0,,227.87
BBCA.JK,29.90686,6075.0,,921.89
DEWI.JK,29.689514,118.0,,6.82
JECC.JK,29.09819,640.0,,1.92
CTTH.JK,28.986656,116.0,,3.54
DPUM.JK,28.837994,101.0,,5.53
MINA.JK,28.162249,264.0,,21.36
MKAP.JK,28.138744,1230.0,,11.55
BINA.JK,27.326807,3360.0,,1.46
STRK.JK,27.065073,67.0,,3.24
NPGF.JK,26.31772,56.0,,1.08
JARR.JK,26.31095,1890.0,,6.75
INDO.JK,26.125254,156.0,,5.05
AVIA.JK,26.027212,310.0,,3.97
BULL.JK,25.767399,344.0,,53.59
SMDR.JK,25.723423,284.0,,1.37
CBDK.JK,25.703768,3340.0,,4.39
SSMS.JK,25.667236,735.0,,9.35
AMMN.JK,25.409853,3230.0,,272.69
BREN.JK,25.301044,3460.0,,145.51
KEEN.JK,24.815804,830.0,,6.52
HRUM.JK,24.769712,740.0,,6.65
PSAB.JK,24.423573,406.0,,31.81
YUPI.JK,23.996273,1420.0,,1.25
KPIG.JK,23.805643,78.0,,3.84
KRYA.JK,23.706472,54.0,,1.02
KUAS.JK,23.68565,88.0,,1.64
PADA.JK,23.591358,99.0,,1.18
UNTR.JK,23.263865,21925.0,,100.92
ASII.JK,22.623936,4750.0,,260.44
INET.JK,22.045826,192.0,,23.23
BBTN.JK,21.93667,1095.0,,22.88
TRON.JK,21.852621,92.0,,1.06
NTBK.JK,21.551567,54.0,,1.26
MEDC.JK,21.473677,1055.0,,37.02
BWPT.JK,21.453667,74.0,,6.97
UNVR.JK,21.441818,1730.0,,29.43
TOBA.JK,21.183378,378.0,,1.93
TOTL.JK,20.668915,1060.0,,1.8
JAWA.JK,20.650316,116.0,,2.56
LSIP.JK,20.28068,1295.0,,9.52
PSKT.JK,19.751146,182.0,,2.01
LPKR.JK,19.501629,56.0,,2.87
MIKA.JK,19.333935,1715.0,,11.61
OASA.JK,18.866283,250.0,,12.94
BSSR.JK,18.611908,4010.0,,12.67
ESIP.JK,16.253767,126.0,,30.49
