Ticker,AI_Score,Harga,MA50,Trx_Miliar
VKTR.JK,1.3722119,715.0,840.7,11.74
UDNG.JK,1.25176,1310.0,1073.0,1.12
GRIA.JK,1.2404296,138.0,107.6,4.91
PADA.JK,1.2119223,138.0,151.1,1.3
RSCH.JK,1.2024388,266.0,298.4,3.02
MSTI.JK,1.1632744,1365.0,,1.28
TOWR.JK,1.1596694,380.0,,18.16
MAPI.JK,1.1348653,1495.0,,42.12
BSML.JK,1.1309462,410.0,,3.72
KETR.JK,1.1140468,590.0,,8.4
AADI.JK,1.1106282,8400.0,,70.22
BREN.JK,1.1067519,3300.0,,609.15
BAIK.JK,1.1016107,530.0,486.3,1.32
CBRE.JK,1.0955694,830.0,,56.78
ADMR.JK,1.086535,1530.0,,33.12
CITA.JK,1.0794235,3140.0,,1.37
PADI.JK,1.0716265,92.0,,21.72
ICBP.JK,1.071187,7100.0,,22.12
KJEN.JK,1.0636164,212.0,,5.88
WBSA.JK,1.0580348,675.0,,78.23
MYOR.JK,1.05582,1840.0,,6.84
BJBR.JK,1.0524993,765.0,,2.42
JSMR.JK,1.0521097,3010.0,,11.53
CTRA.JK,1.0512339,645.0,,6.17
CYBR.JK,1.0496953,585.0,651.1,9.65
BNBR.JK,1.0477297,129.0,,75.21
SMRA.JK,1.0473114,286.0,,3.52
COIN.JK,1.0458337,810.0,,1.9
BEEF.JK,1.0448595,168.0,,1.82
DMAS.JK,1.0442705,156.0,,19.34
TCPI.JK,1.0433394,10850.0,,35.25
SNLK.JK,1.0422596,244.0,,2.11
DFAM.JK,1.0419531,107.0,,8.7
ELPI.JK,1.0418267,1755.0,1743.1,1.67
SIDO.JK,1.0412624,384.0,,17.99
RALS.JK,1.0410632,380.0,,3.05
INTP.JK,1.0410192,4900.0,,19.21
KLBF.JK,1.0408214,770.0,,34.29
BDMN.JK,1.0402167,4660.0,,21.39
INDO.JK,1.0401627,161.0,,3.0
MIDI.JK,1.0393915,274.0,,14.88
ARNA.JK,1.0362402,446.0,,1.69
WMUU.JK,1.0356531,55.0,,5.38
